time (min),velocity (m/s),d0,n0,d,n,B d,Bn
300,1.23,0.566482763,0.863715474,0.540330198,0.83397498,0.5875,0.8146
400,1.23,0.566482763,0.863715474,0.531886579,0.824290818,0.5875,0.8146
500,1.23,0.566482763,0.863715474,0.523574971,0.814719109,0.5875,0.8146
100,1.23,0.557623533,0.853685963,0.548908148,0.843772916,0.5875,0.8146
200,1.23,0.557623533,0.853685963,0.540330198,0.83397498,0.5875,0.8146
300,1.23,0.557623533,0.853685963,0.531886579,0.824290818,0.5875,0.8146
400,1.23,0.557623533,0.853685963,0.523574971,0.814719109,0.5875,0.8146
100,1.23,0.548908148,0.843772916,0.540330198,0.83397498,0.5875,0.8146
200,1.23,0.548908148,0.843772916,0.531886579,0.824290818,0.5875,0.8146
300,1.23,0.548908148,0.843772916,0.523574971,0.814719109,0.5875,0.8146
100,1.23,0.540330198,0.83397498,0.531886579,0.824290818,0.5875,0.8146
200,1.23,0.540330198,0.83397498,0.523574971,0.814719109,0.5875,0.8146
100,1.23,0.531886579,0.824290818,0.523574971,0.814719109,0.5875,0.8146
30,0.84,0.9058,1.8056,0.897379497,1.698460324,0.1836,0.3175
60,0.84,0.9058,1.8056,0.889190385,1.638255346,0.1836,0.3175
120,0.84,0.9058,1.8056,0.87350025,1.577804844,0.1836,0.3175
180,0.84,0.9058,1.8056,0.858718033,1.545203327,0.1836,0.3175
240,0.84,0.9058,1.8056,0.84483315,1.520041253,0.1836,0.3175
300,0.84,0.9058,1.8056,0.831835994,1.497046142,0.1836,0.3175
400,0.84,0.9058,1.8056,0.812123764,1.460314106,0.1836,0.3175
